Producto,Marca,Modelo,Calificación,Fecha,Texto,texto_limpio,sentimiento,tokens,dominant_topic,sentimiento_vader,category,vector
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Apple tiene el mejor sistema operativo para mis necesidades. Super rápido, intuitivo y fácil de usar.",apple mejor sistema operativo necesidad super rápido intuitivo fácil usar,1,"['apple', 'mejor', 'sistema', 'operativo', 'necesidad', 'super', 'rápido', 'intuitivo', 'fácil', 'usar']",1,1,Bateria,"55,32,167,281,366,73,10,430,164,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,"Es lo que yo quería, justo lo que necesitaba a mi medida , excelente su calidad en todos los aspectos",querer justo necesitar medida excelente calidad aspecto,1,"['querer', 'justo', 'necesitar', 'medida', 'excelente', 'calidad', 'aspecto']",0,0,Rendimiento,"90,150,144,337,6,2,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Producto  tal cual la foto. Excelente calidad como todos los productos apple y funciona de maravilla.,producto tal foto excelente calidad producto apple funcionar maravillo,1,"['producto', 'tal', 'foto', 'excelente', 'calidad', 'producto', 'apple', 'funcionar', 'maravillo']",0,0,Rendimiento,"3,11,4,6,2,3,55,43,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Si es el tamaño, es igual a la foto. Estoy conforme. Es de excelente calidad los productos de Apple.",tamaño igual foto conforme excelente calidad producto apple,1,"['tamaño', 'igual', 'foto', 'conforme', 'excelente', 'calidad', 'producto', 'apple']",2,0,Camara,"7,9,4,63,6,2,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Muy bueno la verdad , la entrega rápida y correcta , muy buena atenciónY es de muy buena calidad",bueno verdad entrega rápido correcto buen atencióny buen calidad,1,"['bueno', 'verdad', 'entrega', 'rápido', 'correcto', 'buen', 'atencióny', 'buen', 'calidad']",0,0,Rendimiento,"17,143,29,10,98,1,785,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,"Es igual a la foto y de buena calidad, el tamaño corresponde al descrito en las especificaciones.",igual foto buen calidad tamaño corresponder descrito especificación,0,"['igual', 'foto', 'buen', 'calidad', 'tamaño', 'corresponder', 'descrito', 'especificación']",2,0,Camara,"9,4,1,2,7,27,253,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es de muy buena calidad no tengo ningún problema el tamaño es perfecto tal y cómo está en la foto,buen calidad ninguno problema tamaño perfecto tal cómo foto,1,"['buen', 'calidad', 'ninguno', 'problema', 'tamaño', 'perfecto', 'tal', 'cómo', 'foto']",2,0,Camara,"1,2,105,74,7,16,11,209,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Todo salió correctamente para el proceso de compra y el producto es tal cual de muy buena calidad,salir correctamente proceso compra producto tal buen calidad,1,"['salir', 'correctamente', 'proceso', 'compra', 'producto', 'tal', 'buen', 'calidad']",2,0,Camara,"204,346,402,22,3,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,Llegó sellado y en buen estado Los características del celular Tal y como la reseña lo indican,llegar sellado buen característica celular tal reseña indicar,0,"['llegar', 'sellado', 'buen', 'característica', 'celular', 'tal', 'reseña', 'indicar']",2,0,Camara,"21,59,1,53,14,11,643,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 6 meses,"Es de buena calidad , el tamaño corresponde , lo malo es que no me dieron mis puntos visualize",buen calidad tamaño corresponder malo dar punto visualize,-1,"['buen', 'calidad', 'tamaño', 'corresponder', 'malo', 'dar', 'punto', 'visualize']",2,-1,Camara,"1,2,7,27,5,151,400,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"El teléfono funciona de maravilla, es un modelo antiguo pero no deja de ser un súper equipo!!",teléfono funcionar maravillo modelo antiguo dejar ser súper equipo,1,"['teléfono', 'funcionar', 'maravillo', 'modelo', 'antiguo', 'dejar', 'ser', 'súper', 'equipo']",1,-1,Bateria,"33,43,305,77,318,252,69,57,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Todo fue como yo lo elegí, el tamaño perfecto, calidad muy buena y sobre todo un buen equipo!",elegí tamaño perfecto calidad buen buen equipo,1,"['elegí', 'tamaño', 'perfecto', 'calidad', 'buen', 'buen', 'equipo']",2,1,Camara,"528,7,16,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Recojo rápido aunque la entrega la postergaron. Buen embalado, el producto llegó sano y salvo",recojo rápido aunque entrega postergar buen embalado producto llegar sano salvo,0,"['recojo', 'rápido', 'aunque', 'entrega', 'postergar', 'buen', 'embalado', 'producto', 'llegar', 'sano', 'salvo']",0,0,Rendimiento,"549,10,239,29,1277,1,554,3,21,1276,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Una experiencia agradable. El producto es lo que promete las funciones cumplen la expectativa,experiencia agradable producto prometer función cumplir expectativa,1,"['experiencia', 'agradable', 'producto', 'prometer', 'función', 'cumplir', 'expectativa']",0,0,Rendimiento,"82,455,3,321,108,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Llevo una semana usando el celular, va bien, carga rápido y además la batería dura bastante.",llevar semana usar celular bien carga rápido además bateer duro bastante,1,"['llevar', 'semana', 'usar', 'celular', 'bien', 'carga', 'rápido', 'además', 'bateer', 'duro', 'bastante']",1,0,Bateria,"206,195,80,14,12,103,10,116,37,41,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,"El tamaño es pequeño a la foto referencial pero cómodo, pero es de buena calidad el telefono",tamaño pequeño foto referencial cómodo buen calidad telefono,1,"['tamaño', 'pequeño', 'foto', 'referencial', 'cómodo', 'buen', 'calidad', 'telefono']",2,0,Camara,"7,266,4,338,158,1,2,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Estoy satisfecha con el productos, llego rápido y el celular esta hermoso como lo esperaba.",satisfecho producto llego rápido celular hermoso esperar,1,"['satisfecho', 'producto', 'llego', 'rápido', 'celular', 'hermoso', 'esperar']",0,0,Rendimiento,"84,3,15,10,14,81,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Todo en estado perfecto sellado las verdad todo bien con el móvil muchas gracias falabella,perfecto sellado verdad bien móvil mucho gracia falabella,1,"['perfecto', 'sellado', 'verdad', 'bien', 'móvil', 'gracia', 'falabella']",0,1,Rendimiento,"16,59,143,12,289,308,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,"Buenas noches, la verdad en el tamaño no m dije las medidas  del phoneSi es buena calidad",buena noche verdad tamaño decir medida phonesi buen calidad,1,"['buena', 'noche', 'verdad', 'tamaño', 'decir', 'medida', 'phonesi', 'buen', 'calidad']",2,-1,Camara,"68,312,143,7,71,337,762,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,"Llego en perfecto estado, con cable para cargar. Y el case de regalo me cayo a pelo. 10/10",llego perfecto cable cargar case regalo cayo pelo,1,"['llego', 'perfecto', 'cable', 'cargar', 'case', 'regalo', 'cayo', 'pelo']",0,1,Rendimiento,"15,16,131,176,193,101,761,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"El producto está en perecías condiciones, el tamaño es lo esperado de acuerdo a la foto.",producto perecía condiciones tamaño esperado acuerdo foto,0,"['producto', 'perecía', 'condiciones', 'tamaño', 'esperado', 'acuerdo', 'foto']",2,0,Camara,"3,1274,663,7,118,168,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Compra sencilla envío rápido y cumplió con responsabilidad, me dieron un case de regalo",compra sencillo envío rápido cumplir responsabilidad dar case regalo,0,"['compra', 'sencillo', 'envío', 'rápido', 'cumplir', 'responsabilidad', 'dar', 'case', 'regalo']",0,0,Rendimiento,"22,335,126,10,19,1273,151,193,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Excelente, cumplieron con la fecha y los productos totalmente seguros! Lo recomiendo!!!",excelente cumplir fecha producto totalmente seguro recomeir,1,"['excelente', 'cumplir', 'fecha', 'producto', 'totalmente', 'seguro', 'recomeir']",0,0,Rendimiento,"6,19,102,3,89,142,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,"El tamaño perfecto, si es bastante parecido la foto y definitivamente de buena calidad",tamaño perfecto bastante parecido foto definitivamente buen calidad,1,"['tamaño', 'perfecto', 'bastante', 'parecido', 'foto', 'definitivamente', 'buen', 'calidad']",2,1,Camara,"7,16,75,499,4,345,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,3 de 5 estrellas.,hace un año,"Bueno , le encantó a mi hermano y bueno creo q es tamaño hombre ????No lo tengo ahora",bueno encantar hermano bueno creer tamaño hombre ahora,0,"['bueno', 'encantar', 'hermano', 'bueno', 'creer', 'tamaño', 'hombre', 'ahora']",0,0,Rendimiento,"17,44,1272,17,401,7,1271,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,fue buena pero no me llego el protector carcasa trasparente que indicaba la promocion,buen llego protector carcasar trasparente indicar promocion,0,"['buen', 'llego', 'protector', 'carcasar', 'trasparente', 'indicar', 'promocion']",1,-1,Bateria,"1,15,647,948,1268,177,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Todo exelente. Me llegó muy rápido me lo entregaron al momento y es tal cual lo pensé,exelente llegar rápido entregar momento tal pensar,1,"['exelente', 'llegar', 'rápido', 'entregar', 'momento', 'tal', 'pensar']",0,0,Rendimiento,"93,21,10,46,58,11,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,El producto fue justo lo que pedí llego en el tiempo acordado y el recojo super fácil,producto justo pedir llego tiempo acordado recojo super fácil,0,"['producto', 'justo', 'pedir', 'llego', 'tiempo', 'acordado', 'recojo', 'super', 'fácil']",0,1,Rendimiento,"3,150,161,15,40,309,549,73,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Realmente tal cual ofrece la descripción, tngo garantía y seguridad. Todo súper bien",realmente tal ofrecer descripción tngo garantir seguridad súper bien,1,"['realmente', 'tal', 'ofrecer', 'descripción', 'tngo', 'garantir', 'seguridad', 'súper', 'bien']",0,0,Rendimiento,"137,11,190,30,752,320,202,57,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,3 de 5 estrellas.,hace 10 meses,Pensé que era más grande y que por ser un equipo nuevo la batería me iba a durar más,pensar grande ser equipo nuevo batería ir durar,0,"['pensar', 'grande', 'ser', 'equipo', 'nuevo', 'batería', 'ir', 'durar']",1,0,Bateria,"301,117,69,8,60,56,494,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,"me gusto el producto en si, las funciones son correctas pero l bateria no dura mucho",gusto producto función correcto baterio duro,0,"['gusto', 'producto', 'función', 'correcto', 'baterio', 'duro']",0,1,Rendimiento,"92,3,108,98,229,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Es un buen equipo, excelente calidad, es igual de hermoso que en la foto. Lindisimo",buen equipo excelente calidad igual hermoso foto lindisimo,1,"['buen', 'equipo', 'excelente', 'calidad', 'igual', 'hermoso', 'foto', 'lindisimo']",2,0,Camara,"1,8,6,2,9,81,4,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"El celular es excelente en la calidad y tamaño , llego tal cual mostrado en la foto",celular excelente calidad tamaño llego tal mostrado foto,1,"['celular', 'excelente', 'calidad', 'tamaño', 'llego', 'tal', 'mostrado', 'foto']",2,0,Camara,"14,6,2,7,15,11,326,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 17 días,"Llegó tal cual lo pedí aparentemente,  tengo q probar para saber que todo esté bien",llegar tal pedí aparentemente probar saber bien,0,"['llegar', 'tal', 'pedí', 'aparentemente', 'probar', 'saber', 'bien']",0,0,Rendimiento,"21,11,407,603,476,405,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Muy buen estado del producto. Llegó muy rápido. Tal y como se muestra en la imagen.,buen producto llegar rápido tal muestra imagen,1,"['buen', 'producto', 'llegar', 'rápido', 'tal', 'muestra', 'imagen']",2,0,Camara,"1,3,21,10,11,385,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Muy buen producto, tal como lo quería, idéntica a la foto y de muy buena calidad??",buen producto tal querer idéntico foto buen calidad,1,"['buen', 'producto', 'tal', 'querer', 'idéntico', 'foto', 'buen', 'calidad']",2,0,Camara,"1,3,11,90,123,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,"El tamaño corresponde y es igual a la foto, también se ve que es de buena calidad.",tamaño corresponder igual foto buen calidad,1,"['tamaño', 'corresponder', 'igual', 'foto', 'buen', 'calidad']",2,0,Camara,"7,27,9,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,"Todo muy bien, tamaño y diseño tal cual la foto?? el tiempo de entrega 100 puntos!",bien tamaño diseño tal foto tiempo entregar punto,0,"['bien', 'tamaño', 'diseño', 'tal', 'foto', 'tiempo', 'entregar', 'punto']",0,0,Rendimiento,"12,7,70,11,4,40,46,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,La descripción es conforme a lo indicado en la información del equipo de la página,descripción conforme indicado información equipo págín,0,"['descripción', 'conforme', 'indicado', 'información', 'equipo', 'págín']",0,0,Rendimiento,"30,63,86,316,8,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Contenta con el producto, era lo que esperaba, en tamaño, color y caracteristicas",contentar producto esperar tamaño color caracteristica,0,"['contentar', 'producto', 'esperar', 'tamaño', 'color', 'caracteristica']",2,0,Camara,"128,3,42,7,13,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,"siempre me han encantado los celulares de marca apple, sin nada malo que agregar.",siempre encantado celular marca apple malo agregar,-1,"['siempre', 'encantado', 'celular', 'marca', 'apple', 'malo', 'agregar']",1,-1,Bateria,"112,579,14,130,55,5,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,"Todo muy bien , el color era exactamente como el de la foto realmente me encantó",bien color exactamente foto realmente encantar,1,"['bien', 'color', 'exactamente', 'foto', 'realmente', 'encantar']",2,0,Camara,"12,13,258,4,137,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,El producto es original y llegó en la fecha programada. Me siento muy satisfecho,producto original llegar fecha programado siento satisfecho,1,"['producto', 'original', 'llegar', 'fecha', 'programado', 'siento', 'satisfecho']",0,1,Rendimiento,"3,87,21,102,491,437,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Si cumplió con mis expectativas, el método de compra y entrega fueron muy buenos",cumplir expectativa método compra entregar buen,0,"['cumplir', 'expectativa', 'método', 'compra', 'entregar', 'buen']",0,0,Rendimiento,"19,36,1298,22,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Buenas noches si la atención fue muy buena y el iPhone muy bien hasta el moment,buena noche atención buen iphonar bien moment,1,"['buena', 'noche', 'atención', 'buen', 'iphonar', 'bien', 'moment']",1,0,Bateria,"68,312,196,1,34,12,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
